mcr6774@lionstate.edu,e59cih6r,Mafalda Cremin,19,M,EE,639 Princeton Rd. ,83627,0
mve7191@lionstate.edu,fw1vmu6d,Mrs. Vesta Aufderhar,21,F,CHEM,8401 Green Rd. ,50027,0
kku3945@lionstate.edu,59hg8iiw,Kari Kunze,22,M,CMPSC,63 Lake Forest Road ,52550,0
oki8339@lionstate.edu,sv6m90rj,Otis Kirlin,20,M,ECON,608 North Addison St. ,86545,0
mti9840@lionstate.edu,nruazyy2,Miss Tianna Beatty,21,F,DS,285 Dogwood Drive ,52751,0
lbo3169@lionstate.edu,0384qogi,Laurel Bogan,21,F,CHEM,9408 Anderson Court ,94938,0
lhi8879@lionstate.edu,9wsxm9n2,Lane Hilpert,20,M,STAT,6 Andover Dr. ,93553,0
mni9530@lionstate.edu,2s38fy1y,Mertie Nicolas,22,F,CHEM,655 East Branch Dr. ,32656,0
kab2618@lionstate.edu,2vicyb49,Karley Abbott Sr.,20,F,ECON,232 W. Homewood Ave. ,31016,0
ttu9759@lionstate.edu,v08qy7ak,Tremaine Turcotte III,21,M,CMPSC,7450 West Manchester Street ,72103,0
mru8732@lionstate.edu,atpig6cx,Maci Runolfsson,21,F,IST,461 Heather Street ,81501,0
mau5121@lionstate.edu,ohnzfbua,Miss Aurore Jacobi,18,M,IST,461 Heather Street ,93242,0
mre1486@lionstate.edu,0ofwccee,Ms. Reuben Donnelly,19,M,CHEM,361 E. Sierra Street ,46118,0
osi6913@lionstate.edu,rbm7nj0l,Oren Simonis MD,19,F,CSE,18 Lakeview Street ,80924,0
mis3774@lionstate.edu,l6qnsfh8,Miss Isabell Corwin,18,F,MATH,780 East Redwood Drive ,32204,0
mje1517@lionstate.edu,kl1qwhlb,Misty Jenkins,22,F,CMPEN,185 E. Trenton Street ,85201,0
pwh2002@lionstate.edu,yxkcwdgq,Priscilla White,20,M,CSE,18 Lakeview Street ,52747,0
job4068@lionstate.edu,e83hpu1t,Jules Oberbrunner,21,F,IST,708 York Dr. ,52728,0
kle7587@lionstate.edu,8wb1rxkk,King Lebsack,18,F,STAT,251 West Sheffield Drive ,31906,0
nsp6459@lionstate.edu,vhqlpsxm,Naomie Sporer,21,F,EE,461 Heather Street ,50116,0
vre1108@lionstate.edu,x1pcj1lj,Vladimir Reichert,19,M,MATH,7529 Old Sunset Road ,32359,0
mko8498@lionstate.edu,0mw55wlu,Milford Koepp,20,M,STAT,9659 Rosewood Drive ,93260,0
tsc3180@lionstate.edu,nu5j89vv,Trent Schamberger,22,M,IST,8687 N. Sleepy Hollow Court ,96038,0
mje1294@lionstate.edu,b7vlqf67,Meredith Jenkins,20,F,MATH,119 Harvey Street ,51555,0
kpa6358@lionstate.edu,7ju36d6x,Kaci Parker,20,F,MATH,608 North Addison St. ,85706,0
mem5259@lionstate.edu,3bo30fmd,Macey Emmerich,20,F,PHYS,9408 Anderson Court ,32626,0
lhe3177@lionstate.edu,7w0nvvdk,Lambert Hermiston,20,F,DS,63 Lake Forest Road ,52335,0
kan9497@lionstate.edu,zueofsd7,Kale Ankunding,19,M,CMPEN,963 Court Road ,50254,0
wan2968@lionstate.edu,w243ok57,Wiley Anderson,18,F,DS,9236 El Dorado St. ,33924,0
lad3683@lionstate.edu,vbh4oyvh,Liam Adams,20,M,CHEM,185 E. Trenton Street ,32968,0
kly7755@lionstate.edu,cv1y6th1,Kaci Lynch,19,F,IST,141 Gulf Rd. ,32607,0
jha3938@lionstate.edu,s3hc5no3,Jett Hamill,21,F,CHEM,8378 West Pulaski Ave. ,31823,0
sbr1332@lionstate.edu,j7r0a57m,Simone Brekke,19,M,CHEM,308 Mammoth Dr. ,39845,0
kba3474@lionstate.edu,rra42qn8,Keshaun Bailey DDS,18,F,DS,608 North Addison St. ,85381,0
lvo2571@lionstate.edu,v7zygrtm,Lavon VonRueden,22,F,CHEM,8378 West Pulaski Ave. ,81023,0
mtr1113@lionstate.edu,wsm19ofu,Max Trantow,21,M,CMPEN,7764 Union Avenue ,83254,0
zpr3563@lionstate.edu,d3dgrdyb,Zetta Predovic,20,F,CSE,8401 Green Rd. ,67801,0
mru2747@lionstate.edu,7parpwv4,Meredith Runolfsdottir,21,F,IST,119 Harvey Street ,91763,0
wsm1648@lionstate.edu,teicrr0i,Westley Smith,21,F,ECON,120 Heritage Lane ,32162,0
lwi5095@lionstate.edu,4zg52bmc,Laura Windler,22,F,DS,7450 West Manchester Street ,47868,0
msh2018@lionstate.edu,r5rdlt3p,Mrs. Shaylee Grady,22,F,MATH,232 W. Homewood Ave. ,51026,0
mja9753@lionstate.edu,hqz70t65,Modesto Jast,22,M,CMPSC,232 W. Homewood Ave. ,80442,0
jco7511@lionstate.edu,eo12cwf1,Jayson Conroy,20,M,CHEM,91 S. Gartner Street ,93722,0
mja4678@lionstate.edu,1ugb9cmy,Maia Jaskolski,20,F,CMPSC,63 Lake Forest Road ,52228,0
jzi6855@lionstate.edu,k5yvaa0l,Jeramie Zieme,18,F,PHYS,182 Spring Street ,33521,0
vol8061@lionstate.edu,2bydpo29,Vergie Olson I,19,F,CMPEN,655 East Branch Dr. ,66748,0
kst3418@lionstate.edu,rhxt4g5n,Katarina Stroman,20,F,STAT,8401 Green Rd. ,50167,0
mty4698@lionstate.edu,exvtqnja,Mr. Tyra Kertzmann,18,F,CSE,8378 West Pulaski Ave. ,46704,0
wsc7930@lionstate.edu,zypbenkp,Wilhelm Schroeder,20,M,CMPSC,141 Gulf Rd. ,62907,0
mda7609@lionstate.edu,uv6lyhx1,Mrs. Darren Stokes,20,F,CMPEN,141 Gulf Rd. ,72828,0
thi1019@lionstate.edu,h9on7qnt,Tiffany Hintz,18,M,ECON,798 North Euclid Drive ,30004,0
mhe4861@lionstate.edu,62pu6wfu,Meggie Heaney,18,M,STAT,6 Andover Dr. ,33744,0
vko8312@lionstate.edu,651y3i92,Valentin Koch,21,M,ECON,6 Andover Dr. ,71865,0
mha1378@lionstate.edu,un370oka,Magnolia Hauck,21,M,ECON,251 West Sheffield Drive ,20037,0
wwi6147@lionstate.edu,kj60tdn2,Willy Witting,21,F,MATH,453 North Elm Dr. ,67625,0
mke9858@lionstate.edu,85455s3q,Mertie Kessler,18,M,MATH,7529 Old Sunset Road ,85029,0
ubr7160@lionstate.edu,x506uggh,Ubaldo Brakus,19,F,IST,26 Johnson St. ,80914,0
lhe8423@lionstate.edu,v3gdwdc5,Lorenza Herzog,19,M,CSE,4 Old Academy Drive ,61320,0
kfe1479@lionstate.edu,kugxq36s,Kassandra Feeney,18,M,IST,639 Princeton Rd. ,52041,0
sbr8378@lionstate.edu,wxsmyx7m,Sarina Brakus,21,M,IST,358 Marvon Ave. ,95350,0
mno6831@lionstate.edu,jp6g9t7o,Ms. Novella Leannon,19,M,MATH,26 Johnson St. ,85924,0
ugr7753@lionstate.edu,dxkepcty,Ulices Greenholt,22,F,CMPSC,863 Stillwater Road ,93226,0
tku9442@lionstate.edu,qecf5aq9,Trisha Kutch,20,M,IST,708 York Dr. ,62294,0
ibe6293@lionstate.edu,uua3sa2w,Isadore Bednar,19,M,CMPEN,9408 Anderson Court ,6114,0
osa9043@lionstate.edu,mjn5h1ar,Oda Satterfield III,18,M,CMPSC,55 Hall St. ,32065,0
nef4231@lionstate.edu,zyidgkic,Niko Effertz,19,M,IST,26 Johnson St. ,61605,0
vgr9708@lionstate.edu,mngwzy70,Vivian Grady,20,M,ECON,608 North Addison St. ,52336,0
mra2135@lionstate.edu,64l3koc2,Mr. Rashad Haley,18,M,CMPEN,63 Lake Forest Road ,95841,0
kma6272@lionstate.edu,ogioyglf,Kyler Marvin,22,F,EE,336 Myrtle Street ,30734,0
sja8550@lionstate.edu,s90gbel7,Sarai Jakubowski,22,M,PHYS,9420 Tallwood Street ,52202,0
wra7675@lionstate.edu,aqiwjran,Wilfrid Rath,21,M,CMPSC,9420 Tallwood Street ,83354,0
mro4234@lionstate.edu,wdej56s0,Mr. Rosario Breitenberg,21,F,CHEM,7 Arch Court ,67144,0
mal5609@lionstate.edu,a771edmk,Miss Alayna Simonis,18,M,ECON,7764 Union Avenue ,51631,0
mgr9180@lionstate.edu,0chfsvgv,Melissa Green,22,F,CHEM,9236 El Dorado St. ,72959,0
lha7423@lionstate.edu,yc5lx7ko,Lauryn Hayes,19,F,PHYS,78 South Brewery Ave. ,92595,0
zri4748@lionstate.edu,ox4oj6bk,Zachariah Ritchie,19,M,PHYS,7764 Union Avenue ,32835,0
jgu4126@lionstate.edu,ur67r649,Jayde Gutkowski,21,F,PHYS,863 Stillwater Road ,33165,0
oko6508@lionstate.edu,w4lw74bb,Oral Kozey,21,M,PHYS,78 South Brewery Ave. ,93013,0
mwe9386@lionstate.edu,gw0fvr67,Michael Weber,20,F,CHEM,285 Dogwood Drive ,95606,0
sma8371@lionstate.edu,vxoiplyk,Skyla Maggio,22,M,CSE,780 East Redwood Drive ,62049,0
mni4053@lionstate.edu,v0ao01h6,Ms. Nickolas Stoltenberg,22,M,CMPSC,8401 Green Rd. ,60410,0
rma4418@lionstate.edu,hvp8c1pa,Rosanna Mayer,19,F,ECON,8131 Elizabeth Ave. ,6070,0
jli6782@lionstate.edu,0plitcjo,Jaiden Little,19,M,CSE,185 E. Trenton Street ,72856,0
mli4220@lionstate.edu,y5vg4l0f,Ms. Lindsay Trantow,18,F,DS,9659 Rosewood Drive ,80612,0
phe8657@lionstate.edu,ri2ema2v,Pierce Hettinger,21,F,CSE,798 North Euclid Drive ,72434,0
mal7301@lionstate.edu,c4mxuuqi,Mr. Alexandria Graham,18,M,CHEM,55 Hall St. ,46771,0
ppu8310@lionstate.edu,o1fefu43,Pearlie Purdy,19,F,ECON,639 Princeton Rd. ,96120,0
vke5227@lionstate.edu,ids1tqkg,Vada Kerluke,20,M,STAT,780 East Redwood Drive ,51572,0
rob6329@lionstate.edu,ekfvrwnv,Raymond Oberbrunner Sr.,20,M,EE,308 Mammoth Dr. ,80477,0
tfa8623@lionstate.edu,bbub3bn6,Tess Farrell,18,M,STAT,495 Jockey Hollow Ave. ,6078,0
pmi9309@lionstate.edu,5jaf22em,Providenci Mitchell,21,M,PHYS,9236 El Dorado St. ,72206,0
kru3278@lionstate.edu,4l677h7b,Kaci Runolfsdottir,21,F,STAT,7 Arch Court ,86033,0
mty9244@lionstate.edu,lugv35xs,Mr. Tyshawn Rice,18,F,CHEM,63 Lake Forest Road ,94102,0
twi9118@lionstate.edu,v8vwyn9u,Tremaine Williamson DDS,20,F,ECON,259 Cleveland Road ,72553,0
ole5149@lionstate.edu,sjh2j7al,Ova Legros,19,F,ECON,120 Heritage Lane ,50430,0
jwa8464@lionstate.edu,7b5mmk0k,Jasen Walker IV,22,F,CMPSC,87 Vermont St. ,72553,0
oku5496@lionstate.edu,0mtlfueb,Orie Kunde,21,F,EE,88 Harrison Street ,81650,0
psh1860@lionstate.edu,0btsy90l,Pablo Shields,18,M,MATH,251 West Sheffield Drive ,33455,0
mpa1813@lionstate.edu,yvw13vva,Mrs. Paolo Runolfsdottir,20,F,MATH,259 Cleveland Road ,81624,0
smu1729@lionstate.edu,4ubv2rui,Stuart Murray,21,M,IST,7450 West Manchester Street ,91948,0
tdi3644@lionstate.edu,jqnrvtrh,Timothy Dibbert V,20,M,MATH,7297 Applegate St. ,80863,0
sma4679@lionstate.edu,evr5of46,Shania Mayer II,18,M,PHYS,8985 Cambridge Ave. ,80498,0
jpa9861@lionstate.edu,glomie2r,Jolie Pagac,20,M,ECON,461 Heather Street ,50212,0
mga8559@lionstate.edu,97wpdce3,Miss Garfield Considine,18,M,CMPSC,361 E. Sierra Street ,90210,0
sgu3389@lionstate.edu,l1gmkdot,Stephania Gusikowski,19,M,PHYS,358 Marvon Ave. ,46048,0
lor8820@lionstate.edu,2egyxxlf,Lauretta Ortiz,19,M,PHYS,780 East Redwood Drive ,33158,0
mlu8397@lionstate.edu,njqkhbk1,Ms. Luisa Hackett,21,F,CMPEN,182 Spring Street ,96863,0
jst3903@lionstate.edu,9omxaej6,Jarrett Strosin,19,M,CMPSC,358 Marvon Ave. ,51006,0
mer6665@lionstate.edu,wlbwyq0u,Miss Erika Champlin,21,M,EE,55 Hall St. ,46992,0
mbr3753@lionstate.edu,x55rpyay,Ms. Broderick Rosenbaum,20,F,STAT,8687 N. Sleepy Hollow Court ,96073,0
sgo5481@lionstate.edu,uspynxlx,Sage Gottlieb,22,F,STAT,91 S. Gartner Street ,46740,0
lto2510@lionstate.edu,du9dnihl,Laverne Toy,21,M,IST,26 Johnson St. ,61333,0
ptu5897@lionstate.edu,lygiglih,Piper Turner,18,M,ECON,3 North Linden Ave. ,6804,0
wcr6243@lionstate.edu,7pvgb1zz,Wilhelm Cremin DDS,19,F,CMPEN,963 Court Road ,83706,0
mma8740@lionstate.edu,v4zb3jgz,Miss Marcella Corkery,19,M,ECON,9599 La Sierra St. ,72908,0
mam7283@lionstate.edu,jvu0nzlk,Mr. Amely Brown,20,M,PHYS,7764 Union Avenue ,83839,0
jni8513@lionstate.edu,qb44g4dk,Jensen Nitzsche,22,F,ECON,266 Second Street ,83254,0
mha9412@lionstate.edu,2n5005op,Miss Harmony Smitham,22,F,CMPSC,285 Dogwood Drive ,33157,0
jhi5936@lionstate.edu,t4lokykc,Jordan Hilpert,19,M,ECON,9599 La Sierra St. ,71933,0
spa3052@lionstate.edu,fsrrus7y,Shea Pacocha,21,M,EE,9599 La Sierra St. ,60619,0
vno9310@lionstate.edu,vv66g921,Vivienne Nolan,18,M,ECON,259 Cleveland Road ,93669,0
mja6189@lionstate.edu,ucjic0w9,Mr. Jamie Rolfson,19,M,CMPEN,308 Mammoth Dr. ,62671,0
mhe4177@lionstate.edu,k6oyux03,Mollie Hegmann,20,M,CMPEN,3 North Linden Ave. ,30683,0
mpr9723@lionstate.edu,michr3i2,Mariano Price,19,F,DS,863 Stillwater Road ,61256,0
mja3480@lionstate.edu,5n7v2kpx,Mrs. Jamarcus Hintz,22,F,IST,78 South Brewery Ave. ,34683,0
mpe6095@lionstate.edu,b0ik492k,Mrs. Pedro Hyatt,18,M,CMPSC,87 Vermont St. ,95922,0
mre4504@lionstate.edu,k0nmx856,Mr. Rebeca Zieme,20,F,STAT,8687 N. Sleepy Hollow Court ,91361,0
kke9934@lionstate.edu,erpw7yc1,Kamren Keebler,21,M,CMPEN,863 Stillwater Road ,47863,0
jma6502@lionstate.edu,t3cc9z99,Jaden Mayer,22,F,DS,185 E. Trenton Street ,72082,0
mmu3939@lionstate.edu,zhficzyu,Mrs. Murphy Torp,18,M,CMPEN,141 Gulf Rd. ,61863,0
jre6232@lionstate.edu,kbpsbr3f,Jamie Reilly,20,F,EE,7130 Longfellow Dr. ,72438,0
rqu7150@lionstate.edu,18039p3n,Russell Quitzon,18,M,MATH,963 Court Road ,93452,0
tfa8479@lionstate.edu,5pvjbo7e,Tyrell Fay,21,F,EE,285 Dogwood Drive ,33407,0
obo2257@lionstate.edu,ktfuzxp9,Osvaldo Bogan,21,M,CMPEN,7130 Longfellow Dr. ,52305,0
jdi5599@lionstate.edu,9q2thys7,Jerrold Dicki,20,M,ECON,83 Corona Street ,61041,0
nbo5422@lionstate.edu,0nzzhtfv,Napoleon Boyer,21,M,CMPSC,7 Arch Court ,62207,0
jsm3398@lionstate.edu,j3od3n4p,Jolie Smitham,22,F,CMPEN,453 North Elm Dr. ,34237,0
mtr9030@lionstate.edu,hol7b2mw,Mrs. Trevor Brown,18,M,PHYS,7130 Longfellow Dr. ,31058,0
tbe7837@lionstate.edu,f27vzunk,Tara Berge IV,19,M,CHEM,182 Spring Street ,62526,0
jfe5900@lionstate.edu,s0ar4vzh,Jaylen Feil,18,F,PHYS,8401 Green Rd. ,96109,0
mja9711@lionstate.edu,xoiyx6kc,Mrs. Jaleel Runolfsson,20,F,DS,8131 Elizabeth Ave. ,51346,0
sle7671@lionstate.edu,yf61naw6,Stefanie Legros,18,F,ECON,63 Lake Forest Road ,72522,0
wgu6997@lionstate.edu,wbaj93jd,Will Gusikowski,18,F,CHEM,860 Wakehurst Dr. ,31314,0
lba8615@lionstate.edu,dot0tf8n,Lauren Bahringer PhD,18,F,DS,78 South Brewery Ave. ,31560,0
kwe2447@lionstate.edu,gyuo6s68,Kari Weber,21,F,STAT,963 Court Road ,47581,0
ldu5279@lionstate.edu,fsj3c1kx,Leola DuBuque Sr.,21,F,CMPEN,495 Jockey Hollow Ave. ,92883,0
nbe7364@lionstate.edu,t3tb56et,Neva Berge,22,M,MATH,8131 Elizabeth Ave. ,51571,0
rke3219@lionstate.edu,nqr175z6,Rupert Kemmer,21,M,CHEM,9408 Anderson Court ,71859,0
vpr8721@lionstate.edu,1ud2uqwt,Vicenta Prosacco,22,F,CMPEN,655 East Branch Dr. ,95527,0
mbr8262@lionstate.edu,vf1lz76e,Mr. Braulio Schultz,18,F,MATH,63 Lake Forest Road ,19941,0
rha9484@lionstate.edu,l4kd44ir,Rubie Harvey,19,M,STAT,9236 El Dorado St. ,61871,0
lwi3851@lionstate.edu,7m8mr0xn,Levi Willms,18,M,MATH,7764 Union Avenue ,92321,0
mei3995@lionstate.edu,ffb2ht7r,Mckayla Eichmann,22,F,MATH,120 Heritage Lane ,51350,0
mpf9660@lionstate.edu,o3dr5v73,Marjory Pfeffer,20,M,PHYS,9236 El Dorado St. ,52728,0
ust9264@lionstate.edu,l35tyonq,Una Stark PhD,21,M,STAT,358 Marvon Ave. ,30082,0
mad9712@lionstate.edu,yd06ojzw,Miss Adolfo Lesch,21,F,CSE,358 Marvon Ave. ,33442,0
mko2134@lionstate.edu,324dzpe5,Marisol Konopelski,22,M,MATH,7529 Old Sunset Road ,60408,0
mad4966@lionstate.edu,puhwjytc,Ms. Adrianna Hahn,18,M,STAT,639 Princeton Rd. ,51010,0
vyu4473@lionstate.edu,4dd4cw3t,Verner Yundt,22,F,EE,141 Gulf Rd. ,60475,0
lwe4861@lionstate.edu,psuozril,Lionel West,19,M,IST,26 Johnson St. ,93531,0
nmo8196@lionstate.edu,iy1zte43,Noah Moore,20,F,PHYS,8985 Cambridge Ave. ,71730,0
nba2747@lionstate.edu,t317pzht,Nestor Baumbach PhD,22,F,CHEM,87 Vermont St. ,60503,0
msc4941@lionstate.edu,ap6zwdg6,Marisa Schaden,19,F,PHYS,7130 Longfellow Dr. ,47453,0
mke8007@lionstate.edu,m7rl0est,Miracle Kerluke,18,F,ECON,7297 Applegate St. ,62002,0
rwa1680@lionstate.edu,wzrfyu4b,Roxane Watsica,19,M,MATH,3 North Linden Ave. ,71913,0
mru5673@lionstate.edu,boobfpsc,Marianna Runolfsdottir,18,F,STAT,141 Gulf Rd. ,93950,0
kzi2319@lionstate.edu,93fazlav,Kaylah Zieme,20,F,CMPEN,639 Princeton Rd. ,6016,0
mla8288@lionstate.edu,8u9m3vy0,Marques Langworth,21,F,ECON,120 Heritage Lane ,95237,0
jdo5653@lionstate.edu,hm6f5dki,Jayson Doyle,19,F,CSE,655 East Branch Dr. ,34442,0
lku1009@lionstate.edu,i86a0wes,Lexie Kuphal,21,M,CMPEN,9236 El Dorado St. ,92672,0
jko6802@lionstate.edu,9xsuk73g,Jedediah Koch,20,M,DS,7297 Applegate St. ,95492,0
jwe6460@lionstate.edu,vzbjdv3k,Josue Weber,20,M,MATH,4 Old Academy Drive ,72201,0
zwu7682@lionstate.edu,azwrgwfc,Zane Wunsch III,19,F,ECON,8131 Elizabeth Ave. ,72031,0
jkr6557@lionstate.edu,mok0ne4f,Juana Kris MD,21,M,CMPEN,18 Lakeview Street ,60448,0
mni2107@lionstate.edu,9w0dzvox,Mr. Nicole Raynor,22,F,PHYS,3 North Linden Ave. ,81430,0
pha6738@lionstate.edu,vi91ma60,Patience Hackett,22,M,IST,9420 Tallwood Street ,95816,0
jle1023@lionstate.edu,cort4ur0,Jessy Leannon,19,F,PHYS,7 Arch Court ,93664,0
mje1028@lionstate.edu,n1dy26kb,Mattie Jerde,21,F,PHYS,7195 North Canterbury Circle ,80122,0
nsi9812@lionstate.edu,dolqvilg,Nils Simonis,19,M,EE,8401 Green Rd. ,90241,0
lra3866@lionstate.edu,u6hzmqce,Lola Rau,19,F,CHEM,453 North Elm Dr. ,96034,0
mes5352@lionstate.edu,h6596pmb,Miss Esperanza Macejkovic,19,M,IST,185 E. Trenton Street ,91702,0
mci7103@lionstate.edu,9e902fh5,Mrs. Ciara Watsica,18,F,DS,461 Heather Street ,31789,0
jke2667@lionstate.edu,tc7wzen5,Jeramy Kessler,19,F,EE,9498 Newport Ave. ,50439,0
kbr9764@lionstate.edu,bb20e3eo,Kim Brown,22,F,MATH,182 Spring Street ,93624,0
kqu2179@lionstate.edu,ncauyhl8,Kiley Quitzon,19,M,MATH,860 Wakehurst Dr. ,66418,0
mja2485@lionstate.edu,50ios7oc,Miss Jaeden Wehner,18,F,CHEM,6 Andover Dr. ,30233,0
tpr8421@lionstate.edu,7xngmflx,Trenton Price,22,F,CHEM,185 E. Trenton Street ,80498,0
mel3476@lionstate.edu,koq3w7uq,Mrs. Elvie Langosh,22,M,MATH,91 S. Gartner Street ,61091,0
kbe8997@lionstate.edu,qaim4nyr,Kyler Becker,19,F,PHYS,9408 Anderson Court ,66732,0
sro2588@lionstate.edu,y8ctfvas,Selmer Romaguera V,18,M,IST,185 E. Trenton Street ,61364,0
jha1078@lionstate.edu,r3fjawr3,Jedediah Hahn,18,M,DS,7195 North Canterbury Circle ,33068,0
spr5193@lionstate.edu,ml2h208b,Sedrick Prosacco,22,M,PHYS,8985 Cambridge Ave. ,51652,0
pmu4370@lionstate.edu,7lkh0drk,Phoebe Murazik I,19,F,DS,285 Dogwood Drive ,62987,0
tle9077@lionstate.edu,aw578ax6,Turner Leffler,21,F,CSE,453 North Elm Dr. ,81001,0
imu2857@lionstate.edu,9fxd7jbx,Izabella Murphy,21,M,PHYS,7 Arch Court ,60920,0
sdo9870@lionstate.edu,h4s07rdo,Spencer Doyle,18,M,ECON,860 Wakehurst Dr. ,31709,0
pok5286@lionstate.edu,ip7d5auz,Penelope Okuneva,21,M,MATH,55 Hall St. ,50633,0
wo'7278@lionstate.edu,763l3i7c,Wilburn O'Reilly Jr.,20,M,DS,91 S. Gartner Street ,62976,0
mci5246@lionstate.edu,29h5hyri,Mr. Citlalli Kirlin,20,M,CSE,9408 Anderson Court ,32117,0
mma4189@lionstate.edu,qn3gf4jy,Mossie Marks,18,M,IST,182 Spring Street ,19707,0
nbe3401@lionstate.edu,0st9amrk,Ned Bechtelar,22,F,STAT,232 W. Homewood Ave. ,51445,0
mmi9822@lionstate.edu,g7du1ojo,Miss Mireya Dach,21,F,EE,88 Harrison Street ,93513,0
vho3800@lionstate.edu,xq61mjeu,Virginia Hoppe,18,M,CMPEN,336 Myrtle Street ,34450,0
mid8120@lionstate.edu,m8xeqokb,Miss Idell McLaughlin,22,M,STAT,7130 Longfellow Dr. ,83285,0
jst5934@lionstate.edu,e96c7keo,Janet Streich,19,F,MATH,266 Second Street ,72567,0
mtr4908@lionstate.edu,bo0jngmw,Martina Trantow,20,M,MATH,336 Myrtle Street ,30752,0
oha3028@lionstate.edu,f82kxu02,Octavia Hane,19,F,DS,7764 Union Avenue ,47847,0
jbo2807@lionstate.edu,v9ssce9g,Jeremy Boyer,20,F,CMPEN,655 East Branch Dr. ,33476,0
jcr6700@lionstate.edu,q9d9s6dq,Juana Cronin,21,M,DS,7195 North Canterbury Circle ,47455,0
ksa5709@lionstate.edu,sl8woypo,Kane Satterfield,18,F,CHEM,7529 Old Sunset Road ,90001,0
sbe8426@lionstate.edu,2vzzya36,Stephon Bernier,22,M,CSE,9599 La Sierra St. ,6469,0
mru1547@lionstate.edu,l9hbj48g,Mr. Rudolph Littel,21,F,IST,9659 Rosewood Drive ,46301,0
sni6517@lionstate.edu,5yi7x0eo,Sonya Nitzsche,20,F,ECON,78 South Brewery Ave. ,61438,0
mgu2556@lionstate.edu,rl2cp87v,Mr. Gudrun Dickinson,18,F,CMPEN,8687 N. Sleepy Hollow Court ,46011,0
ora1051@lionstate.edu,kvn8iy42,Orland Rau,18,M,CMPEN,9659 Rosewood Drive ,92337,0
mde6918@lionstate.edu,vtosgz5l,Mrs. Deanna Wuckert,20,M,CHEM,780 East Redwood Drive ,92267,0
jku6715@lionstate.edu,s5sdwxe9,Jarred Kutch,18,F,CMPSC,3 North Linden Ave. ,81141,0
kda1105@lionstate.edu,ky47f40i,Karine Davis,22,F,CSE,708 York Dr. ,90660,0
mot4366@lionstate.edu,yj2pbwup,Miss Ottilie Dooley,19,M,CMPEN,285 Dogwood Drive ,72821,0
mgu4156@lionstate.edu,2ah4ktzw,Miss Guy Nader,21,F,CSE,9236 El Dorado St. ,95463,0
nmo6638@lionstate.edu,vlzywpvf,Nikolas Moen,18,F,CSE,9408 Anderson Court ,34232,0
sre9441@lionstate.edu,iplj2xy6,Sydnie Reichert,19,M,CSE,9498 Newport Ave. ,62643,0
mwa9361@lionstate.edu,32646od4,Merlin Ward,20,F,PHYS,798 North Euclid Drive ,66860,0
lto9285@lionstate.edu,ey2211w5,Leatha Torp,18,F,CMPSC,8378 West Pulaski Ave. ,33403,0
mba8566@lionstate.edu,sh4xt2bg,Miss Bailee Bogan,19,M,CSE,119 Harvey Street ,83548,0
scr5917@lionstate.edu,l1v69w0t,Stuart Cruickshank,20,M,EE,9599 La Sierra St. ,83836,0
mal6483@lionstate.edu,diy15lsc,Ms. Alice Grady,21,F,STAT,7 Arch Court ,94028,0
mbe7846@lionstate.edu,lb72y2as,Madison Beer,18,F,EE,9236 El Dorado St. ,85551,0
tbo6140@lionstate.edu,o7e5y5dx,Tremayne Bode,18,M,CMPEN,120 Heritage Lane ,51363,0
jgi1267@lionstate.edu,maqpunnl,Jocelyn Gibson,20,F,CMPEN,7450 West Manchester Street ,81133,0
ycr2698@lionstate.edu,vq1nni34,Yesenia Cruickshank,18,F,ECON,9498 Newport Ave. ,6413,0
nla5784@lionstate.edu,5aoxsizv,Nedra Langworth DDS,20,F,CMPSC,63 Lake Forest Road ,83336,0
mgo7391@lionstate.edu,nxo2mwgf,Miles Gottlieb,20,M,ECON,308 Mammoth Dr. ,33618,0
tar1494@lionstate.edu,mklvq7ae,Tobin Armstrong,19,M,CHEM,78 South Brewery Ave. ,46792,0
jca6758@lionstate.edu,shhpv8p7,Jerome Carroll,22,F,CMPSC,7 Arch Court ,61605,0
mro5260@lionstate.edu,02urjsak,Miss Roger Hermann,21,F,IST,453 North Elm Dr. ,51440,0
mja5716@lionstate.edu,kcu3vjig,Mrs. Jarod Hauck,19,F,STAT,83 Corona Street ,93551,0
lmc7976@lionstate.edu,j2sxy242,Lupe McClure V,21,F,IST,88 Harrison Street ,46115,0
mte9606@lionstate.edu,pb0hfa5q,Ms. Tess Volkman,22,M,ECON,336 Myrtle Street ,72542,0
mor8879@lionstate.edu,gx3wwjpy,Marcelle Orn,18,M,PHYS,87 Vermont St. ,34996,0
mlo6731@lionstate.edu,ncjwln3k,Madeline Lowe,19,F,CSE,259 Cleveland Road ,33635,0
mgr1249@lionstate.edu,dougrd3c,Miss Grayson Pagac,18,M,CMPEN,9659 Rosewood Drive ,33129,0
lly4642@lionstate.edu,okou3evv,Luisa Lynch II,20,F,MATH,7195 North Canterbury Circle ,72717,0
mdo7786@lionstate.edu,c1tkc0cu,Ms. Donavon Ferry,19,F,PHYS,83 Corona Street ,19902,0
jdi6068@lionstate.edu,ctrbgry4,Jalen Dietrich DDS,21,M,PHYS,83 Corona Street ,52802,0
sko1421@lionstate.edu,o1kwtc35,Stella Kohler,18,F,DS,78 South Brewery Ave. ,46407,0
mtr7454@lionstate.edu,9pp8rq5t,Mrs. Trisha Flatley,20,M,CMPEN,308 Mammoth Dr. ,92549,0
